comment,sentiment_score
昨天看的，烂片不烂片不知道，就是无聊的在电影院玩手机，当时就想，我问什么不去二刷nz,0.00130348
放过哪吒不要引战好嘛,0.800652919
哇塞,0.432432432
演员配置不行，,0.968859865
看了预告片，看得都尴尬。,0.562688606
1、宣传做得很好前期想着流量高的明星期望高当然就越失望2、硬伤剧情差不用心3、虽然鹿晗是个很优质的偶像，但是演技这方面路人还是客观的觉得上升空间很大4、鹿晗粉不给力而且很容易给鹿晗招黑，很多路人应该看到鹿晗两个字就不是很想看吧,0.947186263
期待就好了,0.791692946
军人是鹿晗这样的？伪科幻片。恰烂钱,0.319206721
真的太差了…剧情各种跳跃大bug小bug一堆大段剧情配音和演员口型对不上除了最后鹿晗在面馆看自己的遗物箱和回忆他跟舒淇初遇的剧情之外所有走剧情的情节都尴尬的我想撞墙…,0.642233047
为啥拿哪吒说事每部电影都有它独特性,0.902698846
[加油][加油][加油][加油],0.999769494
其实挺像看的，但是没有对应的女主。。。,0.946414553
名字太土了,0.751055635
用心了怎么样都好说现在呢看看江南也是导演也是,0.954873087
期待期待0809不见不散,0.781677795
打游戏也是一种解压方式好吗,0.961088734
豆瓣已经3.3了，又掉0.1分，太惨了,0.854126646
主要是鹿晗粉丝不行，请蔡徐坤来演就不用担心票房和评分了,0.768384569
感觉剧本本身问题更突出,0.838256077
有些片子就适合在平台上看，浪费去电影院的时间,0.414196394
相信上海堡垒会是一部精品期待,0.887120784
不吃鸡还能干嘛,0.274201931
怕是也没几个导演敢找lh演电影了吧,0.413817522
又是台风又是下雨，谁有空去看电影,0.952994307
网友真够闲的思维逻辑就一条，而且严以待人，宽以律己，有那严以待人的功夫用在自己身上，早比别人优秀了。,0.940179567
时间拍得太长错过了市场机遇，早五年可能都没那么精致。,0.9494441
赶上台风了东部沿海都不愿意出门,0.857333414
问一句几号上映,0.364531481
怎么着？人家还得跪下忏悔？我心情不好的时候就喜欢吃鸡不行？,0.509087084
并不觉得很差，特效和演员都挺好的，也不知道网上怎么这么恶意。还有恶意评分。,0.498313044
演技不行,0.489134293
期待期待啊,0.815405768
难道应该住在微博被你们骂吗？？？？,0.008874577
带十三岁的弟弟去看，他说好看。我个人觉得中间有些部分真的很尴，但是后面真的特效可以，有点催泪。,0.91301819
小编用语还挺含蓄“不太行”，就是难看,0.545661762
期待暑假的上海堡垒,0.863251636
是一部非常用心的片子了！值得一看！[加油][加油][加油],0.999961936
还可以，昨天刚看，鹿晗进步挺大，内容也不错,0.953670598
还好没看,0.594463028
今天也在电影院看到了，老期待了呜呜呜。,0.473767218
我觉得人家打游戏啥的没啥可诟病的，就是粉丝疯狂搞什么钓鱼梗让我真的难以忍受太败好感,0.560934399
看过的都说不要去花钱看,0.094976928
人家明明是个粉丝向电影，结果路人去看了，粉丝没去啊,0.838139197
没看见之前超紧张就怕看不见预告片,0.265034844
抛弃偏见，期待电影上映[加油][加油],0.99983712
确定是鹿晗的游戏账号?再说了，都看电影了嘛，就说不好，我看了，我就很喜欢,0.960129874
当兵不剪头发吗？？？,0.010658798
某人人气下降了吧,0.484071014
期待，希望快点到,0.802969141
呵呵,0.675540765
不是什么粉。感觉一般吧，很一般。但是也不至于像网上说的那样…,0.27184978
星星眨着眼月亮画问号彩虹弱者长长地尾巴彩虹来架桥～感觉像蓝猫淘气三千问里那机器人剧情,0.991979044
我居然没注意到这是上海堡垒,0.086570922
非常期待！他来了他来了！,0.856787624
之前看鹿晗演和杨幂演的那个证人电影，感觉挺好的！,0.983885527
Hi，我已将你的微博收录到新鲜事,0.433765351
因为没有男主角，双女主能行？,0.93413079
准备好了，快点来吧！,0.751514543
必须期待,0.688963211
你说鹿晗演技不行我没意见，玩吃鸡就不能释放压力怎么滴，别甩锅给游戏,0.584817932
真的,0.530509691
我以为这是多选题……没想到只能单选,0.202152549
昨晚看电影这个预告片一上我就说是上海堡垒，直觉告诉我就是，果不其然激动的我呀！后来我弟说他看到后面暑期上映。。。。,0.52069132
上海堡垒是个好片，演员的演技十分出色，虽然是配音，但是对上的地方特别多，最需要夸赞的就是特效，相当震撼,0.999441925
周末愉快！愿所有美好如期而至你身边,0.939443536
因为恶意评分,0.275916969
虽然是暑假其实已经很等不及想看鹿哥的了,0.873553022
这不是他的号，yxh做个人吧,0.284053858
没看过,0.412574327
跳舞的就不要去做演员还是个…,0.945679945
打call,0.333333333
科普一下上海堡垒准确说不是科幻小说，非要给这部电影加这么多戏我反而有点不大看好,0.998310493
可能上映时机不对，有哪吒烈火大家可能更偏向这些,0.931885303
黑子,0.5
江洋！看得我浑身鸡皮疙瘩！！！！期待！,0.019430385
期待我们老鹿[加油][加油][加油],0.999087314
其实很好奇，一部电影好与不好，大家看了觉得不喜欢可以不在看，不关注，好看就多看几遍，为什么会有这么大的反应,0.997052111
鹿晗粉丝肯定不舒服。。。但是这片子换任何一个巨星来演也不会改变本质。。。和鹿晗关系不大。。,0.898871768
常说慢工出细活，期待《上海堡垒》,0.875137257
鹿晗发烧，我真的不知道他怎么能玩游戏。请别借机,0.649138315
台风天谁去看电影…,0.72188616
哇塞破亿了！,0.642933582
暑假要跟一个很爱很爱我的男孩子去看电影,0.99790567
终于定档了，8月9日不见不散。,0.306025882
是的呢！还有就是为啥外星人只攻击上海，而一度上海市民要去别的周边城市避难，我就想问，你如何只给上海搞了个什么所谓的泡防御，外星人如何做到从太空来又不影响周边城市只攻击上海的,0.001852895
票房可以过亿也是神奇了,0.972504055
我就想问问，营销号能不能改改文案，文案都统一，有脑残竟然还信了,0.110926119
看完以后感觉好评才是刷的,0.254901366
粉丝空瓶太烦人,0.094930216
想去看路演,0.579377224
他可能心情不好才打游戏,0.560004081
导演哭死在路上回本了吗啊哈哈,0.569359897
很好看看完了,0.91224563
我想收点钱，哪里可以收啊。,0.01625948
觉得好看要么鹿晗粉丝，要么审美太差，求你们去看看23年前的美国科幻独立日，同样的题材，人家是什么特效，是什么剧情。别说我是国外舔狗，我上海堡垒期待了几个月，看的首映，全程我在玩手机,0.710307448
鹿晗粉丝没啥钱吧,0.277407241
等等等等等,0.526232782
钱都拿了人家骂电影又不是骂演员不是……,0.581993478
反正我是准备去看了很期待,0.627457754
受台风影响,0.572948666
啊啊啊啊啊啊啊啊啊,0.983363282
上海堡垒定档0809不见不散,0.332634707
天,0.381217391
大合照演c位而不是导演，有点悲哀,0.451505973
完全冲着鹿晗去的，支持一下票房,0.786115548
很期待就是了,0.804278706
控评有点假吧如果真的是鹿晗的问题为什么大家说配音嘴巴都对不上？这明显是导演的问题吧。,0.060226386
好高兴中国电影是朝着良性发展的，流量明星的烂片经不起考验。,0.994542168
1亿片酬整的跟布里茨一样这不是W冲完了不就罚站挨批了,0.019771939
90%用于制作，值得期待,0.784725336
流量明星带带电视剧收视率算了，电影现在来说演技根本不会被大众认可，当然剧本太烂了，谁演都一样，只不过程度不一样，，，，有一段他妈在上海开会，用的英语？？？？,0.098475544
暴风期待,0.399304665
鹿晗,0.447678459
他早就没救了,0.50104293
这冰箱怎么不制冷？：可是它好看啊。：可是它不会制冷啊。：他努力制冷了，他很努力了！“但是他不会制冷啊！“你自己会制冷吗？不会还在这酸。：你听不懂吗，它是个冰箱就应该制冷啊。,0.001480659
别问，问就是人心的偏见是一座大山,0.994538748
期待中,0.833437838
如果世界会沉没，我们在末日相遇，还是想停下匆匆的脚步，笑着对你说一句，江洋，你好，期待江洋，期待鹿晗！[/cp],0.999870648
这不是他的号，大家都理智一点。好与不好，作为粉丝也都能感受到，只是希望能够正面评论这部电影，不要上升到这种程度，恶意攻击,0.976580809
我感觉真的还行。。。,0.706831178
差的地方太多了吧,0.05763579
暑假见啊啊啊,0.876847803
水军真讨厌,0.490858202
其实我觉得科幻片都不好看，太虚,0.547297815
恩？导演道歉什么来着？,0.523813599
非常期待,0.688963211
你是孤儿啊天天盯着鹿晗看？,0.953245864
退票退票,0.034760204
原因：6000万粉丝没钱撑场,0.764177972
嗯，我的大堡贝,0.750062423
失恋33天也是他导演的吧,0.81256298
据说lh全程没换发型，请问是真的吗,0.028129349
这种电影能破亿才是对电影人的不尊重。,0.907020315
激动激动,0.830555337
这个时候是不是只要说电影还可以的就会说是鹿晗的粉丝,0.540133869
这种想要要口碑的片子就不要去请流量，请了流量路人很多不会看，只有流量的粉丝会去看可是你想要的是口碑和票房，流量的粉丝撑不起来的，剧情不好粉丝也不会二刷。最后赔了票房口碑还花了请流量的巨额费用。流量就好好拍偶像剧上综艺就好了。希望这些活生生的例子能让那些导演看到，大价钱请流量的后果,0.930038313
哪不行？哪都不行！,0.111194344
好期待啊,0.791692946
给的钱够玩游戏了,0.781072757
别cue我家鹿鹿，期待0809上海堡垒,0.577810298
这届观众不行,0.759654407
我今天也看见了,0.526232782
8月9号嗨起来！,0.019328211
告诉我那个群，我也去赚钱好不好,0.451563159
让鹿晗演战争题材的电影，不应该找个硬汉吗，难道这个导演不知道现在的流量明星都是花钱买的吗,0.298712629
说有鹿晗的麻烦你们去看看上海堡垒，看看他的实力，明明就是片子烂，关鹿晗什么事，你们这些黑子你妈没告诉过你要尊重别人吗？，哦不对，你们根本就没妈！,0.000262358
春节一部片子也没看，只等江洋！,0.80399607
get,0.526232782
其实我觉得完全就是被男主害掉的电影,0.660866313
电影真的挺好看啊！我真的承认到最后哭了，这部电影通过写为了科技外星人攻打地球，灰鹰小队因为这个一个个牺牲，但是他们是为了国家也看出友情,0.999998478
啥也不说，6000万粉丝，一人一张，票房30亿，粉丝快冲,0.918417982
期待啊啊啊啊！！！！,0.616032915
咋都这么欠呢人愿意干啥干啥呗,0.043631028
这个电影纯粹打着中国科幻片出来圈钱的，特效超烂，剧情烂扯不知道说了些啥，难后演员各种尬演，全程看的想睡觉，最后没看完快要结尾实在不想看走人了，很失望，介意大家不要去浪费时间浪费钱不要支持烂片。有钱也得支持好电影才能助中国电影业良性发展。,0.000909043
其实大家要求是不是太高了？大家都在说导演不行，演员不行，特效不行……其实哪有这么多不行？难道不是两点吗？这不行和那不行？,0.003420952
真棒,0.5
演员酬劳应该都拿到手了，所以不焦虑,0.985706114
你发的早了。猫眼已经6.0分了,0.205262595
剧情十分差没有一条线贯穿，说实话鹿晗演技有所提升。特效也没有违和感但其它的没发现值得表扬的,0.99616938
期待啊啊啊啊啊啊啊啊,0.977599808
不然直播抱着你哭吗,0.776612129
说是路人的都是粉丝因为针对一部电影本来没有所谓的路人黑子和粉丝所以所有差评都是真实的，都是自来黑,0.225401189
除了脑残粉，谁愿意在一部烂片上花钱花时间呢？！,0.078412076
厉害厉害,0.221180136
觉得电影应该不错的，但是看到鹿晗主演。。。削弱了50%的热情,0.876381038
不知道说这个烂的人是恶意还是怎么样，我看过以后觉得并没有让人觉得很烂，反而觉得还可以，而且还不是任何一个主演的粉丝，只是纯路人的看法，不带任何恶意和个人崇拜。,0.0475656
拍这样的主角要有阳刚之气的男人，鹿太娘了,0.770421578
期待鹿晗,0.642267997
看着图片蛮吸引人的，期待,0.952538208
反正钱拿了谁管他好不好,0.182447303
导演为什么要道歉啊？不是应该鹿晗道歉吗？他的六千万粉才一亿票房？这个赔钱货,0.041445973
剧情不行,0.353638107
江洋等你,0.545537094
呀,0.526232782
上海堡垒这个片子，真的挺好的，演员的演技十分出色，虽然是配音，但是对上的地方特别多，最需要夸赞的就是特效，相当震撼。推荐大家去看看。毕竟，冤枉钱不能我一个人花。,0.999501523
第一、你怎么确定这是他的号？第二、你又如何确定是他在打游戏，朋友间也会用对方的号玩游戏吧！既然不知道事实就不要乱发，找存在感。,0.010769881
还好吧，虽说不是很好看但也不至于这么难看吧……就一般般，挺像迪伽奥特曼,0.891177013
因为某流量让我觉得在选角上就掺水了，那后面可能拿捏的地方可能也不少,0.212518037
不说别的，就说主演，我就必须要支持,0.701844663
您可以动一下脑子思考一下再发文案吗,0.724045652
感觉现在的流量明星好多都毁片，本来就是烂片，还交给这种小白演，是太相信他的流量还是他的流量,0.022556942
《上海堡垒》这本书还是不错的，很好看，只可惜没有选好角色，剧情和台词也没有贴近原著。,0.999937091
期待上海堡垒，期待江洋[加油][加油][加油],0.999391412
不然呢？电影都上映了你想让他重新拍？,0.782184944
看到主演就不打算去看了,0.615879541
还没时间去看呢,0.461398318
咋感觉会一般,0.575729913
其实有时候人压力大，或者很伤心时，确实会找一些轻松的事情来做，排除心里的一些不快,0.959609987
科幻片就不要请流量小生啦，把钱花在制片和特效上,0.383943805
啥呀不会演,0.469297331
别说不是，就算是不行吗,0.258262377
有这个钱干点什么不好呢排骨不好吃嘛,0.033898012
上面没有想要选的选项，为什么演员不在选择范围,0.974404908
熬夜写？早上八点好吧~_~你自己都不看清楚,0.242134116
少数人说烂，值得深思或有成见，大多数人说烂，那就是大势所趋，影院排片也说明了一切，多多深思自己的问题，而不是找别人的原因。每个票房炸裂的电影都有很多人黑，包括排名前几的，哪吒也有很多人黑，但是大势所趋的表现是，他们符合绝大多数人的胃口，再怎么黑，也掩饰不了他是好片的势头。平心而论,0.999999451
看着倒是满炫的,0.772182618
你如果看过原著你就一定接受不了这个破玩意,0.036960765
冲着作者去的，结果大失所望，特效还好，但感觉打着打着就突然没了然后开始抒情，抒情吧也没拍好，完全没有看出亲情友情爱情，也没有突出的人物刻画，不知道是原音还是配音，声音都弱弱的一点军人的气魄都没有。这次导演应该背锅，人物描写剧情节奏剪辑没一样是好的,0.999762715
冲鸭我家小鹿,0.350823317
这个是他的号,0.370848708
那我直说了啊,0.466441142
过两天去看,0.356859917
捞扎心,0.782665336
有病,0.442857143
第一次看电影看了一半就回家去了,0.905096912
Cool！,0.5
看看鹿哥能不能靠这一部电影再回巅峰,0.733297616
打游戏关你什么事了？他就算是明星也是个普通人好吧？能不能请你们给他们一点空间？？,0.752823627
这电影扑了鲜肉泡沫可以降一降了,0.362214154
这个暑假真的是又看不完的电影,0.966666386
这不是他,0.369391091
看完我打零分的冲动都有了,0.482857911
别啊，不要为了贴片去增加票房，同类型，到时候说不动要被拿来比较票房的！,0.884486203
打游戏不能定论，就算真的难道不能是在等戏间隙打游戏吗,0.321921897
哎呀,0.526232782
总之很期待！无所谓偏见！,0.928046258
鹿晗这衰货谁看以后好好选演员吧,0.963576072
我觉得编剧和导演的锅有点儿大吧……,0.629892401
好！,0.655862821
也是心大,0.75428504
粉丝不给力呀,0.542746812
找一个比女人还女人且没有演技的人去演军人。,0.603956934
听说鹿晗1.2亿片酬，就看你敢不敢要。烂片，还1.2亿。。。。。,0.003433099
准备好了！太期待了！,0.642001041
！！期待！！,0.261559263
鹿晗演技真的不错，真的（滴，支付宝到账0.50元）,0.607635702
这电影不错，各方面都挺好的，演员演技浮夸，剧情好，推荐大家去看一下，毕竟冤枉钱不能我一个人花。,0.999374906
我准备好了，希望不负众望,0.18029308
你拒绝，我拒绝，烂片应该都死绝你不看，我不看，流量明星就玩蛋你喷喷，我喷喷，资本掉进大深坑你醒悟，我醒悟，科幻踏上正规路（转发）中国人不想再吃你们做的shi了,0.04848222
这都是些什么人哪？六年就创造出这种烂片？,0.596813488
鹿晗演的就算了吧,0.524643593
对不起，鹿晗id不是这个，你查错了……,0.046233541
认真来说，4.5但5.5之间吧。,0.751893968
必须见，哈哈(?ω?)hiahiahia,0.360979055
不得不说有点儿菜,0.236759915
鹅且票房还是人家演艺圈的40倍呢这分数稳,0.833245355
真的是服了你们这种人连别人打游戏都要黑，你蹭热度还能蹭得再明显一点吗？,0.500715286
听说很多人在电影院里都看哭了,0.881152881
额,0.583333333
烂到家,0.157945833
我大堡垒啥时候出预告或者定妆照啊,0.453318316
无比期待,0.751753134
虽然不是鹿晗的粉丝，但也觉得这样就抬杠了吧,0.070043323
说实话这部片烂则烂矣分数低于逐梦演艺圈我是不服的,0.031504165
出现了期待剧但看见演员不想看的尴尬情况,0.989906235
票房我真的很难受啊，粉丝出来啊一人看一场啊！都不要求你们二刷，这票房也不可能这样啊！我们这六千万的粉丝才是罪魁祸首！粉丝不去看电影才会这样！我觉得我们粉丝应该团结一点都去看电影而不是浪费时间去和黑子互喷，去拉路人来看电影！票价就算三十块，60000000×30＝1800000000,0.139539628
纯路人最大问题在于剧本问题剧本就不怎么吸引人再加上拍摄重点在战争又没有把战争中的感情线说明白我觉得彩蛋比较好看,0.999998094
粉丝忙着骂人,0.2221087
角色不适合他，更加暴露了自己演技的缺漏吧,0.595596548
总之，去看看就知道了,0.634148862
对lh恶意好大…网友也真闲,0.361100572
垃圾,0.126984127
小心心已经准备好尽请江洋大盗来偷心,0.350307824
这一看就不是他的游戏ID啊，他又不傻，别tm的天天找事好吗，路人都看不下去啊，,0.034227671
恶评较多,0.377342718
我就问问有多少鹿晗粉丝为了堡垒的贴片看的这个电影,0.865565489
期待就完事,0.28512321
还可以吧比逐梦演艺圈好一点,0.920131382
大家微信小程序【为你pick】今天记得捐米了吗？,0.928474084
8月9号《上海堡垒》一定给观众回馈一些有足够工业制作水准的电影。由一位好莱坞PD带领的小组完成了电影主要的概念设计部分！这部电影无论是制作班底、剧本打磨、筹备时长、演员阵容都很值得推荐！希望大家多多支持鹿晗的新电影《上海堡垒》！,1
你们都是鹿晗了？你们又知道了？真厉害,0.338666539
鹿晗个垃圾，从甜蜜暴击到上海堡垒，观众真的不想陪鹿晗成长了，不要再祸害影视圈了，拜托流量死一边去。,0.430777862
就还行吧,0.719444444
为了黑而黑有意思吗？流量有错吗？谁不是从流量转型，片子不随大众的心，票房不好就要被网络暴力？这是什么鬼？,0.932460425
爱情片蹭科幻热度，宣传得目标客户都不对，就挂了呗,0.753956751
营销媒体下场黑，什么拉进出来黑，有些人真的无脑黑，营销号也懂得饶处且饶人,0.256532062
我竟然有一丝好奇想去看看？？,0.389925331
期待期待，，超级,0.733247271
猫眼5.9了……,0.588462823
导演没有错，错就错在选择了鹿晗,0.826460456
关你毛事爱看不看,0.457074386
8月9号都去电影院感受制服鹿的诱惑啊！！,0.10243495
惨不忍睹,0.16
这部电影更好，非常棒。给为中国的导演制片人提了个醒。并不是一个人演什么电影都能拉动票房。最主要的还是看是否适应这个角色。如果这是言情剧我感觉找鹿晗很不错，但是这是科幻战争，真心不合适。感觉科幻战争任天野就不错。中国强森,1
一座城池之争，人类存亡之战。陆沉、毁灭；保卫、拯救。殊死一争，为生存而战。【暑期档0809】未来战争电影《上海堡垒》震撼来袭！,0.999993909
猫眼都6.6那是真的烂啊,0.155281925
我一方面想告诉你这片子有多烂，一方面不希望有人知道我看过这个电影。毕竟花三十块钱吹两小时空调划不来。,0.050705469
怎么找不到一个正常评论呢,0.118894658
哪咤一开始也有黑子刷分后来票房还不是上去了，所以是电影问题不是黑子问题，哪部电影没几个黑子？哪个明星没几个黑子？,0.432709298
这海报牛逼啊,0.355935949
一堆人都说烂，搞得我好想去看看烂成啥样,0.009356153
可能和利奇马有关,0.507886338
鹿晗自从和关在一起之后越来越油腻了,0.040872207
不应当啊,0.369391091
快点来吧,0.638029663
我感觉不能纯粹为了黑而去黑，有些人说不好可能是怕被其他人喷或者为了使自己的审美看着主流一些，做人要有自己的想法，不能人云亦云……,0.773996344
不,0.369391091
鹿晗。。。。。。。,0.350800987
不应该被喷的这么惨，有的人就是有个人偏见。,0.877287932
粉丝还凑不到一亿票房？,0.556319858
lh良心制作敬请期待(?˙ー˙?),0.896026675
一边看一边不断的叹气，理解不了导演的逻辑，不是说较劲，是按正常电影发展的进程是完全胡编乱造的，外星人派奸细来打破地球的防护网，但是防护网打破了却不进攻，等了一整天自动修复以后又再次攻击，这个逻辑，是为了设定一个有良心的外星人么,0.999721265
暑假带娃一起看,0.843449001
有这些流量明星能拍出什么好电影？用来做特效的钱全给他们了。,0.733403684
冲鸭，堡垒,0.278417401
我看了三十分钟就出来了...,0.423590553
无比期待开心,0.887337492
别剧透啊,0.49375411
你们要这么说我得去看看了,0.378024662
直接复制这条！一定要带话题！评论也带！！！,0.443497224
待到8月9,0.170993639
中国的流量都是骗人的数据都是刷的,0.055734547
作为路人，看了觉得还好吧,0.8437839
鹿晗的粉丝呢？天天喊的要死要活，怎么一个亿都出不起吗？啧啧啧啧,0.242531256
以前拍电影圈钱害臊，现在从编剧、导演、演员没一个有廉耻，自己知不知道自己拍了什么东西,0.834139217
希望不是包屎的大饼。给力就支持！,0.732112858
你,0.526232782
可怜的令我我想再刷一遍了,0.290493877
买完就后悔了，去看了，期待有惊喜，结果啥也没有，我没有中途离场我觉得已经很好了,0.792544443
说实话一看鹿晗演的就不想看了,0.360464412
军人还留刘海？,0.858813376
找鹿晗这种没演技的来演，注定失败,0.843296667
果然意料之中,0.888167314
终于轮到我们中国是拯救地球的英雄了，国内也有灾难片了真好,0.999998079
别说真话会被某鹿粉丝骂,0.163868396
期待期待期待,0.898052897
猫眼6.0了都,0.498877429
上映当天看的，还不错！巨幕厅里就四个人，没有人吵吵，观影体验很棒！,0.896010617
好期待好期待,0.928594234
你看看黑子数量再看看电影有多少人看那些说看了10分钟就走了的人八成就,0.843062127
具体看了再说,0.587521243
#勋章[音乐]#城市守护人——灰鹰小分队江洋！,0.496473257
鹿晗是男的女的？？,0.214199715
向我开炮。,0.5
期待就行了!8月9号见!,0.328640723
下午去看那吒,0.77429105
烂，烂到无以复加，烂到无法形容,0.002553499
我没看但是我的朋友圈有人去看了不是lh的粉丝也不是黑粉纯路人建议就是不要去看避免踩雷,0.185785485
试试换个男主角，就没什么人维护这片,0.777033829
签到,0.230769231
很一般般，尬，,0.628636765
没看过，也不想去看。看上面这几张图片，感觉导演没必要道歉博眼球。感觉这片就是打着科幻的旗号骗钱的，纯属青春偶像爱情剧。,0.992083576
导演想搞粉丝经济，可惜电影剧情本身就不给力,0.917156275
说实话我觉得不至于网友说的那么差,0.064788359
哪位大佬看过给讲讲呗，有什么笑点,0.987320807
期待上海堡垒，终于定档了，8月9号约起,0.373636781
其实演员没啥毛病，就是剧情太尴尬了,0.767842865
这里是武汉，呼叫上海,0.193163468
看来鹿晗是绝对不能也不会在任何时候，弄乱自己的发型,0.039619821
大片当然是要看的啦,0.561856533
这电影让我明白有流量明星的电影千万不要去,0.654554428
鹿晗这俩字一出来我就感觉gg，选演员不行,0.27419379
太差了，不好看，3.5分，算高了，（流浪地球）好看n倍好吗,0.991513364
我特地去看鹿哥的,0.63632253
这要是活过来了，岂不是普通人又要被喂和八九年的屎？,0.97310995
8月9号见,0.156615522
看了，非常……lan,0.561856533
没看过的没有话语权ok？,0.771826522
选个鹿晗还想拿高票房？,0.832310195
看微博id识评论,0.644412729
看过小说，也看了电影，说实话电影真的挺无聊的。,0.998693739
精品佳作不得不看,0.981945117
看过了，特效及格，但是剧情硬伤，格局太小，至于男主角只想说：流量更新换代太快了，30是个坎啊(?O?),0.367800908
觉得真心不太好看，攻击捕食者也没有激烈的感觉，特效也很一般，细节没有做到位,0.956383306
早就知道会是这样，上海堡垒和龙族都不是现在可以拍的，江南不缺钱，一个真正热爱自己孩子的人，忍心让自己的娃被人乱搞？况且演员，你怎么也得请几个实力派广泛圈粉稳定性高的演员吧……也是服了,0.998910239
反正我觉得3分差不多,0.117493702
我觉得流浪地球跟上海堡垒都不好看，看流浪地球的时候我都睡着了，太无聊了,0.99985324
周五还刷到一条微博说爆满买不到票，我当时就看了看成都各大影院，emmmm空得很好吧,0.428558589
我觉得还不错啊,0.883015318
我想去看的呀，都怪这个台风啊,0.610908927
垃圾电影，还毁我杰伦的歌,0.32760472
纵然危机，无畏少年！江洋，8月9日见！[加油][加油][加油],0.999999028
没看过上海堡垒个人觉得流浪地球也没用吹的那么神,0.972288833
比跳舞吧大象还次？那个是真坑！,0.192647291
鹿晗的粉丝呢刷起来啊！,0.645932637
我真的觉得电影就3.4,0.838180731
鹿晗。。,0.424847416
中国女人的审美真的匪夷所思！鹿晗除了长的像女人，一点也不帅啊,0.651463125
主要是演员……有点,0.959716353
反正期待就是了，好不好8.9见分晓,0.15022265
看过了纯路人一条感情线贯穿全部主角光环太明显了吧而且那个指纹解锁的想让后人用你指纹开盒子？？那个手机还能用？？,0.343971391
幸好没去看,0.312287863
舒淇都没有拯救这部电影吗,0.969390486
《重返二十岁》鹿晗饰演项前进票房:3.81亿，获北京国际电影节：年度新人奖、北京大学生电影节：最受欢迎男演员、广州大学生电影节：最受欢迎男演员《我是证人》男主角票房:2.15亿获环球文娱盛典：2015年度最受社会关注电影奖，大学生国际电影节：最受大学生喜爱的年度男演员,1
本来就是，ljhldgl,0.370081421
有感动有热血但有明显的逻辑漏洞剧情问题和流浪地球没法比格局不同实现不同不吹不黑的说鹿晗演技在线人物设定就是那样那个时代需要的是高科技人才与现时代不同,0.999970261
反向营销，流浪地球都那个高度了，你让他怎么营销？,0.995774575
还是去电影院亲自看一下吧！再不好，也没黑粉说的那么烂,0.029335521
反正演员挣到钱了，管你好看不好看。,0.883091017
有这种造型的军人？,0.667244882
可能我对爱情电影很反感吧,0.920693577
真就这么惨，真正的烂片，活这么大没看过更难看的了,0.540364742
这,0.526232782
咱也不好说什么,0.157683077
最近上映太多的原因估计是,0.150464723
我只知道鹿晗演技是真的垃圾,0.284535962
白白浪费我30多块钱，看了两分钟不到出来了。太侮辱智商了。垃圾,4.46876E-05
快看看,0.716483516
0809大家电影院一看究竟啊,0.806111585
现在是3.3咯又降了0.1,0.479584864
想要流量又想要演技，能怪谁？,0.584201168
希望影视界慢慢捋清楚，流量小生都是一时的，只有实力才是永恒，观众不是傻子，你把我们当傻子，别想挣钱，投资都回不来。,0.987579208
怎么说很多场景特效真不错就是会有想倍速的的感觉也可能最近看的好看电影太多了一下不适应,0.970442363
反正我是看了一半就离场了，不擅长做影评，就觉得画面，情节都不吸引人，实在看不下去。,0.388065461
现在进入了大家一起讨论到底有多烂,0.731641626
纯路人剧情真的太一般了太无聊了就一直在打打打说保护地球保护上海也没有特别感动的点可能细节还欠缺一点我主要吐槽剧情不要喷我,0.997394805
说实话就个人而言只看演员阵容流浪地球完胜,0.999897482
票房惨淡啊，几千万粉丝干嘛呢，赶紧去看电影呀,0.637506427
想对粉丝说，这个世界不光只有黑子和粉丝，大部分都是路人，中国难得出一个好电影，但凡有好电影大家都会一拥而上，尤其现在信息这么发达，一个好电影不会因为一部分黑子而真的埋没，也不会因为粉丝刷好看，而真的变好看。为什么普通人说难看的权利都没有？确实难看，骂我反弹。,0.999781027
因为台风好多人去不了,0.485970249
鹿鹿晗也扛不起票房吗？,0.663404283
换个硬汉去会不会好一点？,0.225200492
主要是看到主演鹿晗我就不想去看了,0.626488031
烂片,0.181567623
评分也太低了吧，吓得我不敢看,0.053925022
没有鹿晗，没有蹭热点，猫眼7.5。鉴定普通烂片。又蹭热点，又用商场模特，猫眼5.9。鉴定，这片本来就烂何必还要自己踩自己两脚呢？,0.003388186
。,0.526232782
确实是是不咋地……但是3.4真的不至于啊……《三生三世》都3.9……真的的不至于啊……粉丝是怕刷分被群嘲嘛？咋不出手啊……,0.995895174
好看吗,0.711246201
真心难看，开场五分钟不到就想走人了,0.063850967
本人感觉其实还可以，没有网上那么差，可是也有不好的地方。好好的科幻片马上都成爱情片了，如果真的敬业，认真，怎么还留个这么长的头发，你见过军人这么长的头发吗？我不知道是导演的问题还是编剧的问题，没人注意吗,0.044372963
肌肉男鹿鹿最新力作,0.985440819
舒淇表示带不动。,0.329143387
评论要讲良心，不要被利益集团利用。,0.472478894
。。,0.476804124
纯路人只喷剧情跟抗日神剧那种感觉差不多,0.945430503
这部片子，满足了烂片所有特征。,0.959087628
应该恶意差评吧，不至于那么低分,0.027578207
连鹿晗的片酬都没赚回来,0.129584279
，,0.526232782
嗯,0.526232782
。。。。,0.38028169
当我看到主演是鹿晗的时候就不想看了。唱歌和综艺看看就行了，演戏就算了,0.879419131
